1.2458	1.1456	1.2438	-0.38047	-0.24652	0.20925	0.1149	0.075861	0.038846	-0.022298	-7.3374e-06
2.2212	1.7602	0.57139	0.085538	-0.03175	-0.33317	-0.018419	-0.11286	-0.044936	0.012342	-0.0061356
2.4892	1.6845	0.60245	-0.078655	-0.19245	0.10249	-0.041121	-0.023925	0.013723	-0.0046216	0.0016711
1.8771	1.951	0.87242	0.038293	-0.27693	0.12015	0.041421	-0.045231	0.090673	-0.011011	0.0050555
2.7821	0.61047	-0.62732	1.0061	-0.096972	-0.80655	0.017926	-0.17727	0.18924	-0.016716	-0.0018277
2.2045	1.3828	0.94162	-0.7799	-0.39747	0.32492	0.12221	0.08278	0.019038	-0.018289	0.0016482
3.297	1.9808	1.2402	-0.62825	-0.38852	0.031193	-0.032787	-0.035384	-0.034937	0.0042559	4.7785e-05
2.9834	1.7161	0.72792	-0.72652	-0.60647	0.18184	0.068691	-0.089662	-0.013461	0.0073032	0.0035326
2.28	1.7314	0.92113	0.17274	-0.17909	-0.17505	0.011616	-0.023143	-0.020171	0.0019649	-0.0024341
3.3909	-2.7344	0.61887	-2.0687	0.12655	-0.72844	-0.12214	0.50769	-0.019407	0.034036	0.0078953
3.6694	-2.2914	0.4768	-0.98052	-1.1504	0.50169	0.57078	0.12732	0.036579	-0.10659	-0.014576
2.7383	1.8105	1.2889	-0.48291	0.035438	-0.31912	-0.08389	-0.16697	0.037419	0.0052505	-0.004001
2.0754	1.3272	0.92859	-0.42195	0.1325	0.090912	0.011814	0.040765	0.035006	-0.0079338	-1.7407e-05
2.8612	1.5655	1.6794	-0.59591	0.034295	-0.28538	-0.084231	-0.064603	0.038373	0.00077605	-0.002841
1.336	1.7659	0.72968	-0.0012814	0.15433	0.06288	-0.013049	-0.02897	0.04378	-0.0067709	0.00016726
1.7049	2.0093	1.2859	-0.31499	-0.089738	0.24057	0.042103	0.030237	-0.0041735	-0.0073733	5.2874e-05
1.9877	1.7615	1.3044	-0.27978	0.39999	-0.081644	-0.11666	0.029529	0.053787	-0.007516	-0.001185
1.3753	0.69233	0.45864	-0.0037633	0.74818	-0.69585	-0.17279	-0.053469	-0.00094107	0.043577	-0.0010182
1.3121	1.1905	1.4499	-0.41549	0.45922	-0.15022	-0.055494	0.019022	0.023304	0.01219	-6.4685e-05
0.40449	0.79153	0.52048	-0.046998	0.32695	-0.10947	-0.024117	0.051313	-0.011583	0.011205	-0.00019945
0.50585	0.84546	0.7202	-0.29802	-0.060183	0.05749	0.099866	0.035681	0.016522	-0.009295	-0.0018731
2.1414	1.0239	1.2817	-0.6744	0.070147	-0.082778	0.017612	-0.022499	-0.041565	0.0074368	-0.004516
3.8779	-2.2568	0.40405	-0.1906	0.44013	-0.24446	0.16802	-0.040789	0.097953	0.054704	0.018933
1.0552	0.57044	0.45529	-0.64953	0.20243	-0.1063	0.027335	-0.003534	-0.015855	0.012446	-0.0025088
-0.20083	0.49698	0.74182	-0.17735	0.07693	-0.11153	0.049592	-0.070287	-0.031278	0.011799	-0.0034551
-1.335	0.51658	0.16046	0.05167	-0.42426	0.37379	0.19027	0.0094003	0.024146	-0.039337	-0.004519
-0.024246	0.56493	0.61318	-0.12202	0.084072	-0.019038	0.039524	0.05257	-0.020556	0.0028676	0.00052902
-1.1976	0.13539	-0.061782	0.23037	0.49368	-0.023805	-0.034615	0.068666	-0.0016769	0.024486	0.005277
0.61963	-0.74161	0.22603	-1.0527	-0.46782	0.059344	0.21939	-0.069587	0.014733	-0.049102	-0.014968
